question_id,question,context,answer,answer_start,answer_end,title
700,개인회생제도를 이용하면 어떤 제약을 받을 수 있나요? ,"개인회생제도를 이용하면 채권자의 빚 독촉이나 재산 압류에서 벗어날 수 있고 신용기록에서 채무불이행 기록을 삭제할 수 있다. 그러나 개인회생제도로 보호를 받으면 빚독촉, 신용기록, 채무탕감에서 보호를 받지만 앞으로 5년 동안 대출,신용카드할부거래를 할 수 없는 제약을 받는다. 개인회생제도는 신협이나 대부기관에서 빌린 돈을 제외하고 채무의 상한도 3억원인 개인워크아웃제도에 비해서 포괄적으로 채무에서 구제해 주는 장점이 있는 대신에 변제가 끝난 후에도 금융회사 이용에 제한이 따른다는 단점이 있다.","앞으로 5년 동안 대출,신용카드할부거래를 할 수 없는 제약을 받는다.",115.0,153.0,700
701,개인회생제도의 단점은 무엇인가요? ,"개인회생제도를 이용하면 채권자의 빚 독촉이나 재산 압류에서 벗어날 수 있고 신용기록에서 채무불이행 기록을 삭제할 수 있다. 그러나 개인회생제도로 보호를 받으면 빚독촉, 신용기록, 채무탕감에서 보호를 받지만 앞으로 5년 동안 대출,신용카드할부거래를 할 수 없는 제약을 받는다. 개인회생제도는 신협이나 대부기관에서 빌린 돈을 제외하고 채무의 상한도 6억원인 개인워크아웃제도에 비해서 포괄적으로 채무에서 구제해 주는 장점이 있는 대신에 변제가 끝난 후에도 금융회사 이용에 제한이 따른다는 단점이 있다.",변제가 끝난 후에도 금융회사 이용에 제한이 따른다는 단점이 있다.,241.0,277.0,701
702,파산을 신청할 수 있는 경우는 어떤 때인가요? ,"소득이 매우 적거나 재산에 비해서 과도하게 부채가 많아서 빚을 갚을 수 없을 때는 파산을 신청할 수도 있다. 신청자의 경제적 처지, 가족구성 등을 고려하여 회생이 어렵다고 판단되면 법원에 파산을 신청할 수 있다. 파산이 허가되면 모든 채무는 없어지지만 여러 가지 사회활동에 제약을 받게 된다. 법원으로부터 파산선고가 확정되면 이 사실을 신원증명을 관리하는 시·군·구청에 통보하여 파산선고 내용이 신원증명서에 기재된다. 선거권과 같은 기본적인 권리는 유지되지만 공무원, 금융회사 종사자, 변호사, 회계사와 같은 전문직으로 진출할 수 없고 일반 회사 취업에도 제약이 따르며 거주지의 이전도 자유롭지 못하고 파산관재인의 관리를 받아야 한다.",소득이 매우 적거나 재산에 비해서 과도하게 부채가 많아서 빚을 갚을 수 없을 때,0.0,44.0,702
703,파산이 허가되면 어떤 일이 벌어질까요? ,"소득이 매우 적거나 재산에 비해서 과도하게 부채가 많아서 빚을 갚을 수 없을 때는 파산을 신청할 수도 있다. 신청자의 경제적 처지, 가족구성 등을 고려하여 회생이 어렵다고 판단되면 법원에 파산을 신청할 수 있다. 파산이 허가되면 모든 채무는 없어지지만 여러 가지 사회활동에 제약을 받게 된다. 법원으로부터 파산선고가 확정되면 이 사실을 신원증명을 관리하는 시·군·구청에 통보하여 파산선고 내용이 신원증명서에 기재된다. 선거권과 같은 기본적인 권리는 유지되지만 공무원, 금융회사 종사자, 변호사, 회계사와 같은 전문직으로 진출할 수 없고 일반 회사 취업에도 제약이 따르며 거주지의 이전도 자유롭지 못하고 파산관재인의 관리를 받아야 한다.",모든 채무는 없어지지만 여러 가지 사회활동에 제약을 받게 된다.,128.0,163.0,703
704,파산선고가 확정되면 어떤 절차를 거쳐야 하나요? ,"소득이 매우 적거나 재산에 비해서 과도하게 부채가 많아서 빚을 갚을 수 없을 때는 파산을 신청할 수도 있다. 신청자의 경제적 처지, 가족구성 등을 고려하여 회생이 어렵다고 판단되면 법원에 파산을 신청할 수 있다. 파산이 허가되면 모든 채무는 없어지지만 여러 가지 사회활동에 제약을 받게 된다. 법원으로부터 파산선고가 확정되면 이 사실을 신원증명을 관리하는 시·군·구청에 통보하여 파산선고 내용이 신원증명서에 기재된다. 선거권과 같은 기본적인 권리는 유지되지만 공무원, 금융회사 종사자, 변호사, 회계사와 같은 전문직으로 진출할 수 없고 일반 회사 취업에도 제약이 따르며 거주지의 이전도 자유롭지 못하고 파산관재인의 관리를 받아야 한다.",이 사실을 신원증명을 관리하는 시·군·구청에 통보하여 파산선고 내용이 신원증명서에 기재된다.,182.0,233.0,704
705,파산으로 인해 어떤 권리가 유지되나요? ,"소득이 매우 적거나 재산에 비해서 과도하게 부채가 많아서 빚을 갚을 수 없을 때는 파산을 신청할 수도 있다. 신청자의 경제적 처지, 가족구성 등을 고려하여 회생이 어렵다고 판단되면 법원에 파산을 신청할 수 있다. 파산이 허가되면 모든 채무는 없어지지만 여러 가지 사회활동에 제약을 받게 된다. 법원으로부터 파산선고가 확정되면 이 사실을 신원증명을 관리하는 시·군·구청에 통보하여 파산선고 내용이 신원증명서에 기재된다. 선거권과 같은 기본적인 권리는 유지되지만 공무원, 금융회사 종사자, 변호사, 회계사와 같은 전문직으로 진출할 수 없고 일반 회사 취업에도 제약이 따르며 거주지의 이전도 자유롭지 못하고 파산관재인의 관리를 받아야 한다.","선거권과 같은 기본적인 권리는 유지되지만 공무원, 금융회사 종사자, 변호사, 회계사와 같은 전문직으로 진출할 수 없고 일반 회사 취업에도 제약이 따르며 거주지의 이전도 자유롭지 못하고 파산관재인의 관리를 받아야 한다.",234.0,355.0,705
706,돈이 필요한 이유는 무엇인가요? ,"현대사회에서 인간은 돈만으로는 살 수 없지만 돈이 없어도 살 수 없다. 출생해서 사망할 때까지 끊임없이 소비하여야 하므로 이를 위하여 돈이 필요하고, 필요한 돈을 조달하기 위하여 소득활동을 하여야 한다. 삶의 유지를 위해서는 소비가 연속적으로 이루어져야 하지만 이에 필요한 소득은 반드시 그렇지 못하다. 소득능력이 전혀 없는 기간이 존재하기도 하고, 소득이 필요한 이상으로 있기도 한다. 이러한 소득과 소비의 불일치를 해결하기 위해서 가족 혹은 사회적 공동체를 구성하여 세대간 이전 혹은 세대내 이전을 하기도 한다. 그렇지만 궁극적으로는 구성원 개개인이 다른 사람과의 관계 속에서 각자의 전생애에 걸친 지출과 소득을 합리적으로 설계하는 것이 중요하다. 산업사회에서는 농경사회와는 달리, 수없이 많은 다양한 방식의 삶이 존재하기 때문에 생애 지출과 소득을 획일적으로 설정하는 것은 불가능하다.","출생해서 사망할 때까지 끊임없이 소비하여야 하므로 이를 위하여 돈이 필요하고, 필요한 돈을 조달하기 위하여 소득활동을 하여야 한다.",40.0,113.0,706
707,어떤 이유로 가족 혹은 사회적 공동체를 구성할 때가 있나요? ,"현대사회에서 인간은 돈만으로는 살 수 없지만 돈이 없어도 살 수 없다. 출생해서 사망할 때까지 끊임없이 소비하여야 하므로 이를 위하여 돈이 필요하고, 필요한 돈을 조달하기 위하여 소득활동을 하여야 한다. 삶의 유지를 위해서는 소비가 연속적으로 이루어져야 하지만 이에 필요한 소득은 반드시 그렇지 못하다. 소득능력이 전혀 없는 기간이 존재하기도 하고, 소득이 필요한 이상으로 있기도 한다. 이러한 소득과 소비의 불일치를 해결하기 위해서 가족 혹은 사회적 공동체를 구성하여 세대간 이전 혹은 세대내 이전을 하기도 한다. 그렇지만 궁극적으로는 구성원 개개인이 다른 사람과의 관계 속에서 각자의 전생애에 걸친 지출과 소득을 합리적으로 설계하는 것이 중요하다. 산업사회에서는 농경사회와는 달리, 수없이 많은 다양한 방식의 삶이 존재하기 때문에 생애 지출과 소득을 획일적으로 설정하는 것은 불가능하다.",이러한 소득과 소비의 불일치를 해결하기 위해서 가족 혹은 사회적 공동체를 구성하여 세대간 이전 혹은 세대내 이전을 하기도 한다.,217.0,288.0,707
708,왜 개인은 전생애에 걸친 지출과 소득을 합리적으로 설계해야 하나요? ,"따라서 크게 보면 인생을 준비기간-근로기간-은퇴기간으로 구분하여 볼 수 있고, 개인별로 차이가 있겠지만, 대략적으로 준비기간을 미혼기로, 근로기간을 가족생활기로, 은퇴기간을 노후생활기로 구분할 수 있다. 혼인·출산·양육 등의 기준에서는 미혼기·신혼기·자녀출산양육기·자녀학령기·자녀성년기·자녀독립 및 은퇴기로 나누어 볼 수도 있다. 생애 지출·소득 설계 시에 혼인유무·자녀유무·자녀의 학령 등에 의하여 차이가 날 수 있기 때문에 근로기간을 세분화하는 것이 의미가 있지만, 개개인의 생활 패턴이 갈수록 다양화되고 있는 상황에서는 너무 세부적인 구분은 생애설계를 더 복잡하게 할 수 있다. 준비기간에 있는 경제주체가 향후의 생애 지출과 소득을 계획하는 관점에서 자신에게 적합하도록 설계하는 것이 필요하다.","크게 보면 인생을 준비기간-근로기간-은퇴기간으로 구분하여 볼 수 있고, 개인별로 차이가 있겠지만, 대략적으로 준비기간을 미혼기로, 근로기간을 가족생활기로, 은퇴기간을 노후생활기로 구분할 수 있다.",4.0,113.0,708
709,인간의 생활전선에 들어가기 이전의 준비기간은 어떤 특징이 있나요? ,"그럼에도 불구하고 평균적인 사람의 관점에서 전 생애에 걸친 지출 및 소득 설계의 기본 틀을 인지하고 사는 것과 그렇지 않고 사는 것은 크게 다를 것이다. 구체적인 최종선택은 개인이 하는 것이지만 어떤 선택을 할 때 고려해야 할 것을 알고 하는 것은 성과에서의 차이를 만들 수 있다. 본 장에서는 개인의 생애 지출과 소득의 설계방법을 공부하게 된다. 인간은 다른 어떤 동물보다 생활전선에 들어가기 이전의 준비기간이 길다. 그리고 농경사회 이후 산업사회에 들어오면서 대부분의 사람들은 노동생활을 하게 되는데 이에 따라 불가피하게 은퇴를 하여야 하고 은퇴 이후에는 근로소득이 거의 발생하지 않는 기간이 존재하게 된다. 따라서 근로이전의 기간과 은퇴이후의 기간은 필요한 소비에 충당하기 위한 소득이 부족하고, 근로기간에는 일반적으로 필요한 소비규모 이상의 소득이 있게 된다.",인간은 다른 어떤 동물보다 생활전선에 들어가기 이전의 준비기간이 길다.,195.0,234.0,709
710,근로기간에는 일반적으로 어떤 상황이 벌어지나요? ,"그럼에도 불구하고 평균적인 사람의 관점에서 전 생애에 걸친 지출 및 소득 설계의 기본 틀을 인지하고 사는 것과 그렇지 않고 사는 것은 크게 다를 것이다. 구체적인 최종선택은 개인이 하는 것이지만 어떤 선택을 할 때 고려해야 할 것을 알고 하는 것은 성과에서의 차이를 만들 수 있다. 본 장에서는 개인의 생애 지출과 소득의 설계방법을 공부하게 된다. 인간은 다른 어떤 동물보다 생활전선에 들어가기 이전의 준비기간이 길다. 그리고 농경사회 이후 산업사회에 들어오면서 대부분의 사람들은 노동생활을 하게 되는데 이에 따라 불가피하게 은퇴를 하여야 하고 은퇴 이후에는 근로소득이 거의 발생하지 않는 기간이 존재하게 된다. 따라서 근로이전의 기간과 은퇴이후의 기간은 필요한 소비에 충당하기 위한 소득이 부족하고, 근로기간에는 일반적으로 필요한 소비규모 이상의 소득이 있게 된다.",농경사회 이후 산업사회에 들어오면서 대부분의 사람들은 노동생활을 하게 되는데 이에 따라 불가피하게 은퇴를 하여야 하고 은퇴 이후에는 근로소득이 거의 발생하지 않는 기간이 존재하게 된다.,239.0,342.0,710
711,어떤 기준에서 근로기간을 세분화할 수 있나요? ,"따라서 크게 보면 인생을 준비기간-근로기간-은퇴기간으로 구분하여 볼 수 있고, 개인별로 차이가 있겠지만, 대략적으로 준비기간을 미혼기로, 근로기간을 가족생활기로, 은퇴기간을 노후생활기로 구분할 수 있다. 혼인·출산·양육 등의 기준에서는 미혼기·신혼기·자녀출산양육기·자녀학령기·자녀성년기·자녀독립 및 은퇴기로 나누어 볼 수도 있다. 생애 지출·소득 설계 시에 혼인유무·자녀유무·자녀의 학령 등에 의하여 차이가 날 수 있기 때문에 근로기간을 세분화하는 것이 의미가 있지만, 개개인의 생활 패턴이 갈수록 다양화되고 있는 상황에서는 너무 세부적인 구분은 생애설계를 더 복잡하게 할 수 있다. 준비기간에 있는 경제주체가 향후의 생애 지출과 소득을 계획하는 관점에서 자신에게 적합하도록 설계하는 것이 필요하다.",혼인·출산·양육 등의 기준에서는 미혼기·신혼기·자녀출산양육기·자녀학령기·자녀성년기·자녀독립 및 은퇴기로 나누어 볼 수도 있다.,114.0,184.0,711
712,생애 지출과 소득 설계 시 어떤 요소에 의해 차이가 날 수 있나요? ,"따라서 크게 보면 인생을 준비기간-근로기간-은퇴기간으로 구분하여 볼 수 있고, 개인별로 차이가 있겠지만, 대략적으로 준비기간을 미혼기로, 근로기간을 가족생활기로, 은퇴기간을 노후생활기로 구분할 수 있다. 혼인·출산·양육 등의 기준에서는 미혼기·신혼기·자녀출산양육기·자녀학령기·자녀성년기·자녀독립 및 은퇴기로 나누어 볼 수도 있다. 생애 지출·소득 설계 시에 혼인유무·자녀유무·자녀의 학령 등에 의하여 차이가 날 수 있기 때문에 근로기간을 세분화하는 것이 의미가 있지만, 개개인의 생활 패턴이 갈수록 다양화되고 있는 상황에서는 너무 세부적인 구분은 생애설계를 더 복잡하게 할 수 있다. 준비기간에 있는 경제주체가 향후의 생애 지출과 소득을 계획하는 관점에서 자신에게 적합하도록 설계하는 것이 필요하다.","생애 지출·소득 설계 시에 혼인유무·자녀유무·자녀의 학령 등에 의하여 차이가 날 수 있기 때문에 근로기간을 세분화하는 것이 의미가 있지만, 개개인의 생활 패턴이 갈수록 다양화되고 있는 상황에서는 너무 세부적인 구분은 생애설계를 더 복잡하게 할 수 있다.",185.0,326.0,712
713,준비기간에 있는 경제주체가 필요한 소비를 계획하는 관점에서 무엇이 필요한가요? ,"따라서 크게 보면 인생을 준비기간-근로기간-은퇴기간으로 구분하여 볼 수 있고, 개인별로 차이가 있겠지만, 대략적으로 준비기간을 미혼기로, 근로기간을 가족생활기로, 은퇴기간을 노후생활기로 구분할 수 있다. 혼인·출산·양육 등의 기준에서는 미혼기·신혼기·자녀출산양육기·자녀학령기·자녀성년기·자녀독립 및 은퇴기로 나누어 볼 수도 있다. 생애 지출·소득 설계 시에 혼인유무·자녀유무·자녀의 학령 등에 의하여 차이가 날 수 있기 때문에 근로기간을 세분화하는 것이 의미가 있지만, 개개인의 생활 패턴이 갈수록 다양화되고 있는 상황에서는 너무 세부적인 구분은 생애설계를 더 복잡하게 할 수 있다. 준비기간에 있는 경제주체가 향후의 생애 지출과 소득을 계획하는 관점에서 자신에게 적합하도록 설계하는 것이 필요하다.",준비기간에 있는 경제주체가 향후의 생애 지출과 소득을 계획하는 관점에서 자신에게 적합하도록 설계하는 것이 필요하다.,327.0,391.0,713
714,재무목표 설정의 중요성은 무엇인가요? ,"일생을 살아가면서 원하는 생활 수준과 이루고자 하는 목표를 달성하기 위해서는 경제적으로 충분한 준비와 계획이 필요하다. 계획과 준비가 충실하게 이루어지면 사회·경제적 상황이 변화하거나 예기치 않은 위기가 닥치더라도 이에 슬기롭게 대응해 나갈 수 있다. 일반적으로 생애 금융설계의 과정을 자신의 재무 상태를 헤아리면서 재무 목표를 설정하는 과정과 목표 달성을 위한 구체적인 실행 계획을 세워 실행하는 과정, 그리고 실행 결과가 계획에 맞게 이루어졌는지를 점검하여 조정하는 과정으로 이루어진다. 생애 금융 재무설계의 첫단계는 재무목표를 설정하는 것이다. 성공적인 인생을 살기 위해서는 계획이 있어야 하고 계획을 수립하기 위해서는 목표가 명확하게 정립되어야 한다. 따라서 먼저 인생에서 달성하고자 하는 재무목표를 세워 본다. 재무목표는 구체적이어야 한다. 자신의 가치관과 재무상태 등을 고려하여 장단기 목표를 설정해야 한다. 결혼자금, 주택마련자금, 자녀교육비, 노후 필요소득 등으로 인생단계별로 구상하여야 하고 연도별, 연령별로 세우는 것이 필요하다.",일생을 살아가면서 원하는 생활 수준과 이루고자 하는 목표를 달성하기 위해서는 경제적으로 충분한 준비와 계획이 필요하다.,0.0,66.0,714
715,재무목표를 설정할 때 어떤 요소를 고려해야 하나요? ,"일생을 살아가면서 원하는 생활 수준과 이루고자 하는 목표를 달성하기 위해서는 경제적으로 충분한 준비와 계획이 필요하다. 계획과 준비가 충실하게 이루어지면 사회·경제적 상황이 변화하거나 예기치 않은 위기가 닥치더라도 이에 슬기롭게 대응해 나갈 수 있다. 일반적으로 생애 금융설계의 과정을 자신의 재무 상태를 헤아리면서 재무 목표를 설정하는 과정과 목표 달성을 위한 구체적인 실행 계획을 세워 실행하는 과정, 그리고 실행 결과가 계획에 맞게 이루어졌는지를 점검하여 조정하는 과정으로 이루어진다. 생애 금융 재무설계의 첫단계는 재무목표를 설정하는 것이다. 성공적인 인생을 살기 위해서는 계획이 있어야 하고 계획을 수립하기 위해서는 목표가 명확하게 정립되어야 한다. 따라서 먼저 인생에서 달성하고자 하는 재무목표를 세워 본다. 재무목표는 구체적이어야 한다. 자신의 가치관과 재무상태 등을 고려하여 장단기 목표를 설정해야 한다. 결혼자금, 주택마련자금, 자녀교육비, 노후 필요소득 등으로 인생단계별로 구상하여야 하고 연도별, 연령별로 세우는 것이 필요하다.",자신의 가치관과 재무상태 등을 고려하여 장단기 목표를 설정해야 한다.,420.0,458.0,715
716,재무상태를 분석하기 위해 어떤 문서를 작성해야 하나요? ,"다음 단계로 재무상태를 분석해야 한다. 이를 위하여 재무상태표와 현금흐름표를 작성하여야 한다. 재무상태표는 특정시점(현시점)에서의 자산과 부채상태를 파악하기 위한 것으로 좌변에는 자산이, 우변에는 부채와 순자산이 금액으로 표시되며, 좌변과 우변의 합이 동일하게 되도록 하여야 한다. 이때, 총자산과 비교하여 부채수준은 적정수준인가, 총자산의 구성은 편중되어 있지 아니한가, 비상자금을 준비하고 있는가 등을 분석하면 된다. 현금흐름표는 일정기간 동안의 수입과 지출의 흐름을 파악하는 것으로, 수입항목은 좌변에 지출항목은 우변에 표시된다. 수입에는 근로소득 등 각종의 소득을 정리하고, 지출에는 생활비, 부채상환,저축및투자등을 적어 분석 대상기간 동안의 자금의 과부족상태를 분석하는 것이 목적이다. 이때, 총수입에서 지출이 차지하는 비율은 적정한가, 총지출에서 고정지출과 변동지출의 구성과 적정성 그리고 절감하는 방안 등을 살펴보면 좋을 것이다.",재무상태표와 현금흐름표를 작성하여야 한다.,29.0,52.0,716
717,재무상태표의 사용목적이 무엇인가요?,"다음 단계로 재무상태를 분석해야 한다. 이를 위하여 재무상태표와 현금흐름표를 작성하여야 한다. 재무상태표는 특정시점(현시점)에서의 자산과 부채상태를 파악하기 위한 것으로 좌변에는 자산이, 우변에는 부채와 순자산이 금액으로 표시되며, 좌변과 우변의 합이 동일하게 되도록 하여야 한다. 이때, 총자산과 비교하여 부채수준은 적정수준인가, 총자산의 구성은 편중되어 있지 아니한가, 비상자금을 준비하고 있는가 등을 분석하면 된다. 현금흐름표는 일정기간 동안의 수입과 지출의 흐름을 파악하는 것으로, 수입항목은 좌변에 지출항목은 우변에 표시된다. 수입에는 근로소득 등 각종의 소득을 정리하고, 지출에는 생활비, 부채상환,저축및투자등을 적어 분석 대상기간 동안의 자금의 과부족상태를 분석하는 것이 목적이다. 이때, 총수입에서 지출이 차지하는 비율은 적정한가, 총지출에서 고정지출과 변동지출의 구성과 적정성 그리고 절감하는 방안 등을 살펴보면 좋을 것이다.",재무상태표는 특정시점(현시점)에서의 자산과 부채상태를 파악하기 위한 것,53.0,92.0,717
718,재무목표 달성을 위해 어떤 전략을 수립해야 하나요? ,"또한 현재의 수입으로 부채상환부담은 적정한가, 총수입대비 저축 및 투자비율은 적정한가, 보험료 지출은 적정한가 등을 분석하여야 한다. 재무목표와 현재의 재무상태가 분석되었다면 이를 기초로 전략을 수립해야 한다. 얼마나 모아야 하고, 필요한 자금을 모으기 위해서는 어떻게 해야 하는가를 분석하는 것이다. 여러 가지 요인을 고려하여 재무목표 달성에 가장 적합한 형태의 자산을 보유할 전략 포트폴리오를 짜야 한다. 전략이 수립되었다면 실행해야 하고 재무적 실행은 구체적으로 금융상품을 구매해야 하는 것이기 때문에 금융회사와 금융상품에 대한 이해가 필요하다. 그리고 실행이후에는 점검과정을 통하여 실행결과를 평가하고 이를 기초로 다시 전력을 수립해야 한다. 이와 같은 전략 수립부터 실행단계를 반복하면서 최적의 자산을 유지하도록 해야 한다. 일반적으로 소득은 경상 소득과 비경상 소득으로 나누어진다. 비경상 소득은 예상하지 못한 요인에 의해 발생하는 경우가 많아서 가정에서 예산을 짜고 지출계획을 수립할 때에는 주로 경상 소득에 바탕을 두게 된다.",재무목표 달성에 가장 적합한 형태의 자산을 보유할 전략 포트폴리오를 짜야 한다.,184.0,228.0,718
719,전략적 자산 보유를 위해 어떤 지식이 필요한가요? ,"또한 현재의 수입으로 부채상환부담은 적정한가, 총수입대비 저축 및 투자비율은 적정한가, 보험료 지출은 적정한가 등을 분석하여야 한다. 재무목표와 현재의 재무상태가 분석되었다면 이를 기초로 전략을 수립해야 한다. 얼마나 모아야 하고, 필요한 자금을 모으기 위해서는 어떻게 해야 하는가를 분석하는 것이다. 여러 가지 요인을 고려하여 재무목표 달성에 가장 적합한 형태의 자산을 보유할 전략 포트폴리오를 짜야 한다. 전략이 수립되었다면 실행해야 하고 재무적 실행은 구체적으로 금융상품을 구매해야 하는 것이기 때문에 금융회사와 금융상품에 대한 이해가 필요하다. 그리고 실행이후에는 점검과정을 통하여 실행결과를 평가하고 이를 기초로 다시 전력을 수립해야 한다. 이와 같은 전략 수립부터 실행단계를 반복하면서 최적의 자산을 유지하도록 해야 한다. 일반적으로 소득은 경상 소득과 비경상 소득으로 나누어진다. 비경상 소득은 예상하지 못한 요인에 의해 발생하는 경우가 많아서 가정에서 예산을 짜고 지출계획을 수립할 때에는 주로 경상 소득에 바탕을 두게 된다.",금융상품을 구매해야 하는 것이기 때문에 금융회사와 금융상품에 대한 이해가 필요하다.,262.0,308.0,719
720,재무적 실행이 왜 중요한가요? ,"또한 현재의 수입으로 부채상환부담은 적정한가, 총수입대비 저축 및 투자비율은 적정한가, 보험료 지출은 적정한가 등을 분석하여야 한다. 재무목표와 현재의 재무상태가 분석되었다면 이를 기초로 전략을 수립해야 한다. 얼마나 모아야 하고, 필요한 자금을 모으기 위해서는 어떻게 해야 하는가를 분석하는 것이다. 여러 가지 요인을 고려하여 재무목표 달성에 가장 적합한 형태의 자산을 보유할 전략 포트폴리오를 짜야 한다. 전략이 수립되었다면 실행해야 하고 재무적 실행은 구체적으로 금융상품을 구매해야 하는 것이기 때문에 금융회사와 금융상품에 대한 이해가 필요하다. 그리고 실행이후에는 점검과정을 통하여 실행결과를 평가하고 이를 기초로 다시 전력을 수립해야 한다. 이와 같은 전략 수립부터 실행단계를 반복하면서 최적의 자산을 유지하도록 해야 한다. 일반적으로 소득은 경상 소득과 비경상 소득으로 나누어진다. 비경상 소득은 예상하지 못한 요인에 의해 발생하는 경우가 많아서 가정에서 예산을 짜고 지출계획을 수립할 때에는 주로 경상 소득에 바탕을 두게 된다.",재무적 실행은 구체적으로 금융상품을 구매해야 하는 것이기 때문에 금융회사와 금융상품에 대한 이해가 필요하다.,248.0,308.0,720
721,가처분 소득이란 무엇인가요? ,"가정에서 예산을 수립할 경우에 수입은 일정 기간 동안에 고정적으로 얻을 것으로 기대되는 경상 소득이 바탕이 되며, 비경상 소득은 실제로 발생한 경우에만 포함해야 한다. 소득이 생긴다고 해서 그 금액 전체를 그대로 소비할 수 있는 것은 아니다. 일반적으로 개인은 총소득에서 각종 세금과 사회 보장비, 대출 이자 부담 등의 비소비 지출을 제외하고 나서야 그 돈을 마음대로 처분할 수 있게 된다. 이를 가처분소득이라고 한다. 가처분 소득은 개인이 소비나 저축에 대해 의사 결정을 하는 기본적인 바탕이 된다.",가처분 소득은 개인이 소비나 저축에 대해 의사 결정을 하는 기본적인 바탕이 된다.,235.0,280.0,721
722,SMART 원칙은 어떤 내용을 포함하나요? ,"만약 큰 돌을 먼저 넣지 않았다면 큰 돌을 넣지 못할 것이다. 미혼기인 지금이 재무설계의 시작이라고 생각할 때 가장 중요한 것은 앞으로 닥쳐올 중요한 재무목표를 먼저 생각하는 것이다. 그리고 나서 각자 자신의 체질과 스타일에 맞는 재무설계를 실천해 나간다면, 생애 재무설계의 초석을 다지게 될 것이다. SMART 원칙이란? S(Specific): 재무목표는 막연히 '잘 먹고 잘 살고 싶다' 혹은 '행복하게 살고 싶다'가 아니라 구체적으로 무엇을 어떻게 얼마나 언제까지 달성할 것인지를 고려해 세워야 한다. M(Measurable): 기간·금액 등 구체적으로 측정 가능한 목표를 세운다. A(Action oriented): 어떻게 실행해 나갈 것인지에 대한 실천 계획(action plan)을 명확히 한다. R(Realistic): 현재 자산상태 및 소득수준을 고려해 달성 가능한 현실적인 목표를 세운다. T(Timely): 각 시기에 맞는 목표를 설정한다. 〈출처: 하이럼 스미스, 성공하는 시간관리와 인생관리를 위한 10가지 자연법칙〉",S(Specific): 재무목표는 막연히 '잘 먹고 잘 살고 싶다' 혹은 '행복하게 살고 싶다'가 아니라 구체적으로 무엇을 어떻게 얼마나 언제까지 달성할 것인지를 고려해 세워야 한다. M(Measurable): 기간·금액 등 구체적으로 측정 가능한 목표를 세운다. A(Action oriented): 어떻게 실행해 나갈 것인지에 대한 실천 계획(action plan)을 명확히 한다. R(Realistic): 현재 자산상태 및 소득수준을 고려해 달성 가능한 현실적인 목표를 세운다. T(Timely): 각 시기에 맞는 목표를 설정한다.,181.0,480.0,722
723,미혼기의 금융 관리를 어떻게 취업 전과 취업 후로 구분할 수 있나요? ,미혼기는 크게 취업 전과 취업 후로 구분해 볼 수 있다. 취업 전 미혼기에는 학교생활이나 취업준비 등으로 수입보다는 지출이 많아 실질적으로 돈을 모으기 쉽지 않다. 반면 취업 후에는 정기적인 소득이 발생하므로 이때부터 실질적인 생애금융설계가 처음으로 시작된다 해도 과언이 아니다. 돈을 잘 모으기 위해서는 처음부터 좋은 습관이 몸에 배도록 하는 것이 중요하다. 개인적인 환경은 다르겠지만 미혼기의 좋은 금융관리 습관을 가지기 위해서는 다음의 원칙들을 참고하여 금융거래시 항상 자신의 거래 행태와 원칙을 비교해보는 것이 좋다. ① 종잣돈 마련:적은 돈보다 많은 돈이 있을 때 더 효율적인 자산관리가 가능하다. 다양한 자산에투자할 수 있고 여유있는 자세로 투자할 수 있다. 처음에는 '이 작은 돈으로'라고 생각할 수도 있겠지만 꾸준히 자금을 모아나가면 원하는 종잣돈을 만들 수 있다. ② 선저축후 지출:많은 사람들이 월급을 받아서 쓰고 남은 돈을 저축한다. 월급을 받아 카드 결제액과 한 달의 용돈을 차감하고 나면 정작 저축할 돈은 얼마되지 않는 경우가 많다.,미혼기는 크게 취업 전과 취업 후로 구분해 볼 수 있다.,0.0,31.0,723
724,금융 거래 시 미혼기에서 가질 좋은 습관 중 하나는 무엇인가요? ,미혼기는 크게 취업 전과 취업 후로 구분해 볼 수 있다. 취업 전 미혼기에는 학교생활이나 취업준비 등으로 수입보다는 지출이 많아 실질적으로 돈을 모으기 쉽지 않다. 반면 취업 후에는 정기적인 소득이 발생하므로 이때부터 실질적인 생애금융설계가 처음으로 시작된다 해도 과언이 아니다. 돈을 잘 모으기 위해서는 처음부터 좋은 습관이 몸에 배도록 하는 것이 중요하다. 개인적인 환경은 다르겠지만 미혼기의 좋은 금융관리 습관을 가지기 위해서는 다음의 원칙들을 참고하여 금융거래시 항상 자신의 거래 행태와 원칙을 비교해보는 것이 좋다. ① 종잣돈 마련:적은 돈보다 많은 돈이 있을 때 더 효율적인 자산관리가 가능하다. 다양한 자산에투자할 수 있고 여유있는 자세로 투자할 수 있다. 처음에는 '이 작은 돈으로'라고 생각할 수도 있겠지만 꾸준히 자금을 모아나가면 원하는 종잣돈을 만들 수 있다. ② 선저축후 지출:많은 사람들이 월급을 받아서 쓰고 남은 돈을 저축한다. 월급을 받아 카드 결제액과 한 달의 용돈을 차감하고 나면 정작 저축할 돈은 얼마되지 않는 경우가 많다.,개인적인 환경은 다르겠지만 미혼기의 좋은 금융관리 습관을 가지기 위해서는 다음의 원칙들을 참고하여 금융거래시 항상 자신의 거래 행태와 원칙을 비교해보는 것이 좋다.,202.0,293.0,724
